timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728914964308,8099,Homepage Test,200,OK,Thread Group 1-23,text,true,,48544,192,28,28,https://automationexercise.com/products,3963,0,0
1728914971321,1143,Homepage Test,200,OK,Thread Group 1-46,text,true,,48550,192,28,28,https://automationexercise.com/products,1085,0,0
1728914971226,1253,Homepage Test,200,OK,Thread Group 1-40,text,true,,48548,192,27,27,https://automationexercise.com/products,1229,0,0
1728914971462,1065,Homepage Test,200,OK,Thread Group 1-29,text,true,,48558,192,27,27,https://automationexercise.com/products,1018,0,0
1728914971621,964,Homepage Test,200,OK,Thread Group 1-36,text,true,,48548,192,27,27,https://automationexercise.com/products,958,0,0
1728914971684,966,Homepage Test,200,OK,Thread Group 1-42,text,true,,48544,192,27,27,https://automationexercise.com/products,903,0,0
1728914971684,966,Homepage Test,200,OK,Thread Group 1-33,text,true,,48546,192,27,27,https://automationexercise.com/products,903,0,0
1728914971809,947,Homepage Test,200,OK,Thread Group 1-39,text,true,,48546,192,27,27,https://automationexercise.com/products,883,0,0
1728914971825,934,Homepage Test,200,OK,Thread Group 1-28,text,true,,48540,192,27,27,https://automationexercise.com/products,869,0,0
1728914971825,938,Homepage Test,200,OK,Thread Group 1-49,text,true,,48544,192,27,27,https://automationexercise.com/products,873,0,0
1728914970424,2339,Homepage Test,200,OK,Thread Group 1-20,text,true,,48546,192,27,27,https://automationexercise.com/products,588,0,0
1728914969907,2864,Homepage Test,200,OK,Thread Group 1-26,text,true,,48548,192,27,27,https://automationexercise.com/products,636,0,0
1728914972108,664,Homepage Test,200,OK,Thread Group 1-44,text,true,,48552,192,27,27,https://automationexercise.com/products,655,0,0
1728914972170,762,Homepage Test,200,OK,Thread Group 1-30,text,true,,48544,192,27,27,https://automationexercise.com/products,602,0,0
1728914965803,7142,Homepage Test,200,OK,Thread Group 1-38,text,true,,48548,192,27,27,https://automationexercise.com/products,1244,0,0
1728914972108,838,Homepage Test,200,OK,Thread Group 1-37,text,true,,48542,192,27,27,https://automationexercise.com/products,784,0,0
1728914972171,844,Homepage Test,200,OK,Thread Group 1-45,text,true,,48552,192,26,26,https://automationexercise.com/products,775,0,0
1728914972358,822,Homepage Test,200,OK,Thread Group 1-21,text,true,,48550,192,25,25,https://automationexercise.com/products,658,0,0
1728914967628,5604,Homepage Test,200,OK,Thread Group 1-47,text,true,,48540,192,24,24,https://automationexercise.com/products,1375,0,0
1728914972531,701,Homepage Test,200,OK,Thread Group 1-32,text,true,,48544,192,24,24,https://automationexercise.com/products,649,0,0
1728914972594,711,Homepage Test,200,OK,Thread Group 1-19,text,true,,48546,192,24,24,https://automationexercise.com/products,638,0,0
1728914972594,764,Homepage Test,200,OK,Thread Group 1-41,text,true,,48540,192,24,24,https://automationexercise.com/products,711,0,0
1728914972643,723,Homepage Test,200,OK,Thread Group 1-27,text,true,,48542,192,24,24,https://automationexercise.com/products,715,0,0
1728914972701,722,Homepage Test,200,OK,Thread Group 1-50,text,true,,48550,192,24,24,https://automationexercise.com/products,665,0,0
1728914972716,708,Homepage Test,200,OK,Thread Group 1-23,text,true,,48542,192,24,24,https://automationexercise.com/products,699,0,0
1728914972828,642,Homepage Test,200,OK,Thread Group 1-29,text,true,,48548,192,24,24,https://automationexercise.com/products,601,0,0
1728914972781,695,Homepage Test,200,OK,Thread Group 1-40,text,true,,48548,192,24,24,https://automationexercise.com/products,643,0,0
1728914972891,592,Homepage Test,200,OK,Thread Group 1-36,text,true,,48542,192,24,24,https://automationexercise.com/products,585,0,0
1728914967865,5668,Homepage Test,200,OK,Thread Group 1-48,text,true,,48548,192,24,24,https://automationexercise.com/products,1417,0,0
1728914972953,655,Homepage Test,200,OK,Thread Group 1-33,text,true,,48542,192,24,24,https://automationexercise.com/products,530,0,0
1728914966589,7019,Homepage Test,200,OK,Thread Group 1-35,text,true,,48560,192,24,24,https://automationexercise.com/products,1331,0,0
1728914972953,655,Homepage Test,200,OK,Thread Group 1-42,text,true,,48548,192,24,24,https://automationexercise.com/products,536,0,0
1728914973060,733,Homepage Test,200,OK,Thread Group 1-28,text,true,,48544,192,23,23,https://automationexercise.com/products,549,0,0
1728914973057,736,Homepage Test,200,OK,Thread Group 1-39,text,true,,48546,192,23,23,https://automationexercise.com/products,551,0,0
1728914973064,730,Homepage Test,200,OK,Thread Group 1-49,text,true,,48554,192,22,22,https://automationexercise.com/products,665,0,0
1728914973080,757,Homepage Test,200,OK,Thread Group 1-44,text,true,,48546,192,22,22,https://automationexercise.com/products,529,0,0
1728914973237,618,Homepage Test,200,OK,Thread Group 1-30,text,true,,48546,192,21,21,https://automationexercise.com/products,602,0,0
1728914973536,536,Homepage Test,200,OK,Thread Group 1-47,text,true,,48540,192,21,21,https://automationexercise.com/products,447,0,0
1728914973536,546,Homepage Test,200,OK,Thread Group 1-32,text,true,,48554,192,21,21,https://automationexercise.com/products,536,0,0
1728914973614,700,Homepage Test,200,OK,Thread Group 1-19,text,true,,48542,192,21,21,https://automationexercise.com/products,478,0,0
1728914973252,1070,Homepage Test,200,OK,Thread Group 1-38,text,true,,48546,192,20,20,https://automationexercise.com/products,970,0,0
